,artist,track,date,chart,spotify_query
2214,Bushwick Bill,Who's The Biggest,1995-08-01,rap-song,Bushwick+Bill+Who's+The+Biggest
2215,Da Brat,Give It 2 You,1995-08-01,rap-song,Da+Brat+Give+It+2+You
2216,Mobb Deep,Survival Of The Fittest,1995-08-01,rap-song,Mobb+Deep+Survival+Of+The+Fittest
2217,Masta Ace Incorporated,The I.N.C. Ride,1995-08-01,rap-song,Masta+Ace+Incorporated+The+I.N.C.+Ride
2218,Dr. Dre,"Keep Their Heads Ringin' (From ""Friday"")",1995-08-01,rap-song,Dr.+Dre+Keep+Their+Heads+Ringin'
2219,2Pac,Dear Mama/Old School,1995-07-01,rap-song,2Pac+Dear+Mama
2220,DJ Smurf And P.M.H.I.,Ooh Lawd (Party People),1995-07-01,rap-song,DJ+Smurf+And+P.M.H.I.+Ooh+Lawd
2221,Buju Banton,Champion,1995-07-01,rap-song,Buju+Banton+Champion
2222,Various Artists,The Points,1995-07-01,rap-song,Various+Artists+The+Points
2223,Domino,Tales From The Hood,1995-07-01,rap-song,Domino+Tales+From+The+Hood
2224,Questionmark Asylum,Hey Lookaway,1995-07-01,rap-song,Questionmark+Asylum+Hey+Lookaway
2225,Special Ed,Neva Go Back,1995-07-01,rap-song,Special+Ed+Neva+Go+Back
2226,Naughty By Nature,Craziest,1995-06-01,rap-song,Naughty+By+Nature+Craziest
2227,Rappin' 4-Tay Feat. The Spinners,I'll Be Around,1995-06-01,rap-song,Rappin'+4-Tay+I'll+Be+Around
2228,Ol' Dirty Bastard,Brooklyn Zoo,1995-06-01,rap-song,Ol'+Dirty+Bastard+Brooklyn+Zoo
2229,95 South,Rodeo,1995-06-01,rap-song,95+South+Rodeo
2230,Capleton,Tour,1995-06-01,rap-song,Capleton+Tour
2231,Keith Murray,Get Lifted,1995-06-01,rap-song,Keith+Murray+Get+Lifted
2232,Sam Sneed Featuring Dr. Dre,U Better Recognize,1995-06-01,rap-song,Sam+Sneed+U+Better+Recognize
2233,Grand Puba,I Like It (I Wanna Be Where You Are),1995-06-01,rap-song,Grand+Puba+I+Like+It
2234,Scarface,Among The Walking Dead,1995-06-01,rap-song,Scarface+Among+The+Walking+Dead
2235,Mobb Deep,Shook Ones Part II,1995-06-01,rap-song,Mobb+Deep+Shook+Ones+Part+II
2236,Craig Mack,Get Down,1995-06-01,rap-song,Craig+Mack+Get+Down
2237,Channel Live,Mad Izm,1995-05-01,rap-song,Channel+Live+Mad+Izm
2238,E-40 (Featuring Leviti),1-Luv,1995-05-01,rap-song,E-40++1-Luv
2239,Nine,Any Emcee,1995-05-01,rap-song,Nine+Any+Emcee
2240,69 Boyz,Tootsee Roll,1995-05-01,rap-song,69+Boyz+Tootsee+Roll
2241,Common Sense,Resurrection,1995-05-01,rap-song,Common+Sense+Resurrection
2242,Rottin Razkals,Oh Yeah!,1995-05-01,rap-song,Rottin+Razkals+Oh+Yeah!
2243,Slick Rick Featuring Doug E. Fresh,Sittin' In My Car,1995-05-01,rap-song,Slick+Rick+Sittin'+In+My+Car
2244,Bone Thugs-N-Harmony Featuring Eazy-E,Foe The Love Of $,1995-05-01,rap-song,Bone+Thugs-N-Harmony+Foe+The+Love+Of+$
2245,Scarface Feat. Ice Cube,People Don't Believe,1995-05-01,rap-song,Scarface+People+Don't+Believe
2246,Vicious,Nika,1995-04-01,rap-song,Vicious+Nika
2247,Group Home,Supa Star,1995-04-01,rap-song,Group+Home+Supa+Star
2248,DJ Quik,Safe + Sound,1995-04-01,rap-song,DJ+Quik+Safe+++Sound
2249,Redman,Can't Wait,1995-04-01,rap-song,Redman+Can't+Wait
2250,Way 2 Real,Tha Butterfly,1995-04-01,rap-song,Way+2+Real+Tha+Butterfly
2251,Nine,Whutcha Want?,1995-04-01,rap-song,Nine+Whutcha+Want?
2252,69 Boyz,Kitty Kitty,1995-04-01,rap-song,69+Boyz+Kitty+Kitty
2253,Too $hort,Cocktales,1995-03-01,rap-song,Too+$hort+Cocktales
2254,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,1995-03-01,rap-song,Bone+Thugs-N-Harmony+Thuggish+Ruggish+Bone
2255,The Roots,Proceed I,1995-03-01,rap-song,The+Roots+Proceed+I
2256,Craig Mack,Flava In Ya Ear,1995-03-01,rap-song,Craig+Mack+Flava+In+Ya+Ear
2257,Scarface,I Never Seen A Man Cry (I Seen A Man Die),1995-03-01,rap-song,Scarface+I+Never+Seen+A+Man+Cry
2258,Shaquille O'Neal Feat. Prince Rakeem The RZA & Method Man,No Hook,1995-03-01,rap-song,Shaquille+O'Neal+No+Hook
2259,Method Man,Bring The Pain,1995-03-01,rap-song,Method+Man+Bring+The+Pain
2260,Dana Dane,Record Jock,1995-02-01,rap-song,Dana+Dane+Record+Jock
2261,Keith Murray,The Most Beautifullest Thing In...,1995-02-01,rap-song,Keith+Murray+The+Most+Beautifullest+Thing+In...
2262,Rappin' 4-Tay,Playaz Club,1995-02-01,rap-song,Rappin'+4-Tay+Playaz+Club
2263,Lords Of The Underground,Tic Toc,1995-02-01,rap-song,Lords+Of+The+Underground+Tic+Toc
2264,Fugees,Vocab,1995-02-01,rap-song,Fugees+Vocab
2265,Tha Alkaholiks,Daaam!,1995-02-01,rap-song,Tha+Alkaholiks+Daaam!
2266,Dru Down,Pimp Of The Year,1995-02-01,rap-song,Dru+Down+Pimp+Of+The+Year
2267,Heavy D & The Boyz,Black Coffee,1995-02-01,rap-song,Heavy+D+Black+Coffee
2268,Dis `N' Dat,Party,1995-01-01,rap-song,Dis+`N'+Dat+Party
2269,Da Brat,Fa All Y'All,1995-01-01,rap-song,Da+Brat+Fa+All+Y'All
2270,Warren G,Do You See,1995-01-01,rap-song,Warren+G+Do+You+See
2271,The Notorious B.I.G.,Juicy/Unbelievable,1995-01-01,rap-song,The+Notorious+B.I.G.+Juicy
2272,D.J. Trans,Ride Out,1995-01-01,rap-song,D.J.+Trans+Ride+Out
2273,OutKast,"Git Up, Git Out",1995-01-01,rap-song,"OutKast+Git+Up,+Git+Out"
2274,Redman,Rockafella,1995-01-01,rap-song,Redman+Rockafella
2275,Shaquille O'Neal,Biological Didn't Bother,1995-01-01,rap-song,Shaquille+O'Neal+Biological+Didn't+Bother
2276,Mad Lion,Take It Easy,1995-01-01,rap-song,Mad+Lion+Take+It+Easy
2277,Fu-Schnickens,Breakdown,1995-01-01,rap-song,Fu-Schnickens+Breakdown
2278,Slick Rick,Behind Bars,1994-12-01,rap-song,Slick+Rick+Behind+Bars
2279,Michael Wall Love Foundation,Love Song,1994-12-01,rap-song,Michael+Wall+Love+Foundation+Love+Song
2280,Ill Al Skratch Featuring Brian McKnight,I'll Take Her,1994-12-01,rap-song,Ill+Al+Skratch+I'll+Take+Her
2281,Spice 1,Strap On The Side,1994-12-01,rap-song,Spice+1+Strap+On+The+Side
2282,Digable Planets,9th Wonder (Slicker This Year),1994-12-01,rap-song,Digable+Planets+9th+Wonder
2283,Super Cat,Scalp Dem,1994-12-01,rap-song,Super+Cat+Scalp+Dem
2284,Salt-N-Pepa,None Of Your Business,1994-11-01,rap-song,Salt-N-Pepa+None+Of+Your+Business
2285,Brand Nubian,Word Is Bond,1994-11-01,rap-song,Brand+Nubian+Word+Is+Bond
2286,Patra Featuring Yo-Yo,Romantic Call,1994-11-01,rap-song,Patra+Romantic+Call
2287,Da Youngsta's,Hip Hop Ride,1994-11-01,rap-song,Da+Youngsta's+Hip+Hop+Ride
2288,The Lady Of Rage,Afro Puffs,1994-11-01,rap-song,The+Lady+Of+Rage+Afro+Puffs
2289,Terror Fabulous Featuring Nadine Sutherland,Action,1994-11-01,rap-song,Terror+Fabulous+Action
2290,Ice Cube Featuring George Clinton,Bop Gun (One Nation),1994-11-01,rap-song,Ice+Cube+Bop+Gun
2291,Warren G,This D.J.,1994-11-01,rap-song,Warren+G+This+D.J.
2292,Black Sheep,Without A Doubt,1994-11-01,rap-song,Black+Sheep+Without+A+Doubt
2293,Da Brat,Funkdafied,1994-10-01,rap-song,Da+Brat+Funkdafied
2294,Heavy D & The Boyz,Nuttin' But Love,1994-10-01,rap-song,Heavy+D+Nuttin'+But+Love
2295,Boogiemonsters,Recognized Thresholds Of...,1994-10-01,rap-song,Boogiemonsters+Recognized+Thresholds+Of...
2296,Queen Latifah,Black Hand Side,1994-10-01,rap-song,Queen+Latifah+Black+Hand+Side
2297,Black Moon,Buck Em Down,1994-10-01,rap-song,Black+Moon+Buck+Em+Down
2298,Fugees,Nappy Heads,1994-10-01,rap-song,Fugees+Nappy+Heads
2299,Coolio,Fantastic Voyage,1994-10-01,rap-song,Coolio+Fantastic+Voyage
2300,Pete Rock & C.L. Smooth,I Got A Love,1994-10-01,rap-song,Pete+Rock+I+Got+A+Love
2301,Ahmad,Back In The Day,1994-10-01,rap-song,Ahmad+Back+In+The+Day
2302,The Puppies,Funky Y-2-C,1994-10-01,rap-song,The+Puppies+Funky+Y-2-C
2303,PMD,I Saw It Cummin',1994-10-01,rap-song,PMD+I+Saw+It+Cummin'
2304,Public Enemy,Give It Up,1994-09-01,rap-song,Public+Enemy+Give+It+Up
2305,OutKast,Southernplayalisticadillacmuzik,1994-09-01,rap-song,OutKast+Southernplayalisticadillacmuzik
2306,Ill Al Skratch,Where My Homiez?,1994-09-01,rap-song,Ill+Al+Skratch+Where+My+Homiez?
2307,Warren G & Nate Dogg,Regulate,1994-09-01,rap-song,Warren+G+Regulate
2308,"Sam ""The Beast""",Gucci Dance Live,1994-09-01,rap-song,"Sam+""The+Beast""+Gucci+Dance+Live"
2309,Volume 10,Pump,1994-09-01,rap-song,Volume+10+Pump
2310,Gravediggaz,Diary Of A Madman,1994-08-01,rap-song,Gravediggaz+Diary+Of+A+Madman
2311,King Just,Warrior's Drum,1994-08-01,rap-song,King+Just+Warrior's+Drum
2312,Nice & Smooth,Old To The New,1994-08-01,rap-song,Nice+Old+To+The+New
2313,OutKast,Player's Ball,1994-08-01,rap-song,OutKast+Player's+Ball
2314,12 Gauge,Dunkie Butt (Please Please Please),1994-08-01,rap-song,12+Gauge+Dunkie+Butt
2315,M.C. Hammer,Pumps And A Bump,1994-08-01,rap-song,M.C.+Hammer+Pumps+And+A+Bump
2316,E-40,Captain Save A Hoe,1994-08-01,rap-song,E-40+Captain+Save+A+Hoe
2317,Patra,Worker Man,1994-08-01,rap-song,Patra+Worker+Man
2318,The Crooklyn Dodgers,Crooklyn,1994-08-01,rap-song,The+Crooklyn+Dodgers+Crooklyn
2319,Heavy D & The Boyz,Got Me Waiting,1994-07-01,rap-song,Heavy+D+Got+Me+Waiting
2320,Domino,Sweet Potatoe Pie,1994-07-01,rap-song,Domino+Sweet+Potatoe+Pie
2321,Arrested Development,Ease My Mind,1994-07-01,rap-song,Arrested+Development+Ease+My+Mind
2322,Sudden Change,Comin' On Strong,1994-07-01,rap-song,Sudden+Change+Comin'+On+Strong
2323,A Tribe Called Quest,Oh My God,1994-07-01,rap-song,A+Tribe+Called+Quest+Oh+My+God
2324,Black Moon,I Got Cha Opin,1994-07-01,rap-song,Black+Moon+I+Got+Cha+Opin
2325,Ice Cube,You Know How We Do It,1994-07-01,rap-song,Ice+Cube+You+Know+How+We+Do+It
2326,Masta Ace Incorporated,Born To Roll,1994-07-01,rap-song,Masta+Ace+Incorporated+Born+To+Roll
2327,Smif-N-Wessun,Bucktown/Let's Get It On,1994-07-01,rap-song,Smif-N-Wessun+Bucktown
2328,Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me),1994-06-01,rap-song,Wu-Tang+Clan+C.R.E.A.M.
2329,Illegal,Back In The Day,1994-06-01,rap-song,Illegal+Back+In+The+Day
2330,Jeru The Damaja,D. Original,1994-06-01,rap-song,Jeru+The+Damaja+D.+Original
2331,Simple E,Play My Funk,1994-06-01,rap-song,Simple+E+Play+My+Funk
2332,Nas,It Ain't Hard To Tell,1994-06-01,rap-song,Nas+It+Ain't+Hard+To+Tell
2333,The Conscious Daughters,Something To Ride To,1994-06-01,rap-song,The+Conscious+Daughters+Something+To+Ride+To
2334,Snoop Doggy Dogg,Gin And Juice,1994-06-01,rap-song,Snoop+Doggy+Dogg+Gin+And+Juice
2335,Salt-N-Pepa Featuring En Vogue,Whatta Man,1994-05-01,rap-song,Salt-N-Pepa+Whatta+Man
2336,US3,Cantaloop (Flip Fantasia),1994-05-01,rap-song,US3+Cantaloop
2337,M.C. Hammer,It's All Good,1994-05-01,rap-song,M.C.+Hammer+It's+All+Good
2338,A Tribe Called Quest,Electric Relaxation,1994-05-01,rap-song,A+Tribe+Called+Quest+Electric+Relaxation
2339,Lighter Shade Of Brown,Hey D.J.,1994-05-01,rap-song,Lighter+Shade+Of+Brown+Hey+D.J.
2340,Gang Starr,Mass Appeal,1994-05-01,rap-song,Gang+Starr+Mass+Appeal
2341,Queen Latifah,Just Another Day,1994-05-01,rap-song,Queen+Latifah+Just+Another+Day
2342,South Central Cartel,Gang Stories,1994-05-01,rap-song,South+Central+Cartel+Gang+Stories
2343,Shaquille O'Neal,I'm Outstanding,1994-04-01,rap-song,Shaquille+O'Neal+I'm+Outstanding
2344,Queen Latifah,U.N.I.T.Y.,1994-04-01,rap-song,Queen+Latifah+U.N.I.T.Y.
2345,MeShell Ndegeocello,If That's Your Boyfriend,1994-04-01,rap-song,MeShell+Ndegeocello+If+That's+Your+Boyfriend
2346,Shyheim,On And On,1994-04-01,rap-song,Shyheim+On+And+On
2347,DFC (Duet With MC Eiht),Caps Get Peeled,1994-04-01,rap-song,DFC+(Duet+With+MC+Eiht)+Caps+Get+Peeled
2348,Domino,Getto Jam,1994-04-01,rap-song,Domino+Getto+Jam
2349,Tag Team,Whoomp! (There It Is),1994-03-01,rap-song,Tag+Team+Whoomp!
2350,Shabba Ranks Featuring Patra And Terri & Monica,"Family Affair (From ""Addams Family Values"")",1994-03-01,rap-song,Shabba+Ranks+Family+Affair
2351,Eazy-E,Real Muthaphuckkin G's,1994-03-01,rap-song,Eazy-E+Real+Muthaphuckkin+G's
2352,Too $hort,Money In The Ghetto,1994-03-01,rap-song,Too+$hort+Money+In+The+Ghetto
2353,2Pac,Keep Ya Head Up,1994-03-01,rap-song,2Pac+Keep+Ya+Head+Up
2354,KRS-One,Sound Of Da Police,1994-03-01,rap-song,KRS-One+Sound+Of+Da+Police
2355,Shaquille O'Neal,(I Know I Got) Skillz,1994-03-01,rap-song,Shaquille+O'Neal+(I+Know+I+Got)+Skillz
2356,Jeru The Damaja,Come Clean,1994-03-01,rap-song,Jeru+The+Damaja+Come+Clean
2357,A Tribe Called Quest,Award Tour,1994-03-01,rap-song,A+Tribe+Called+Quest+Award+Tour
2358,Snoop Dogg,What's My Name?,1994-02-01,rap-song,Snoop+Dogg+What's+My+Name?
2359,Ice Cube,Really Doe,1994-02-01,rap-song,Ice+Cube+Really+Doe
2360,Born Jamericans,Boom Shak A-Tack,1994-02-01,rap-song,Born+Jamericans+Boom+Shak+A-Tack
2361,Father,69,1994-02-01,rap-song,Father+69
2362,Das EFX,Freakit,1994-02-01,rap-song,Das+EFX+Freakit
2363,MC Ren,Same Ol' Shit,1994-02-01,rap-song,MC+Ren+Same+Ol'+Shit
2364,Raheem The Dream,Short Shorts,1994-02-01,rap-song,Raheem+The+Dream+Short+Shorts
2365,K7,Zunga Zeng,1994-02-01,rap-song,K7+Zunga+Zeng
2366,Salt-N-Pepa,Shoop,1994-02-01,rap-song,Salt-N-Pepa+Shoop
2367,Lords Of The Underground,Here Come The Lords,1994-02-01,rap-song,Lords+Of+The+Underground+Here+Come+The+Lords
2368,K7,Come Baby Come,1994-02-01,rap-song,K7+Come+Baby+Come
2369,MC Lyte,Ruffneck,1994-01-01,rap-song,MC+Lyte+Ruffneck
2370,Jazzy Jeff & The Fresh Prince,I'm Looking For The One (To Be With Me),1994-01-01,rap-song,Jazzy+Jeff+I'm+Looking+For+The+One
2371,2Pac,I Get Around,1994-01-01,rap-song,2Pac+I+Get+Around
2372,Kris Kross,I'm Real,1994-01-01,rap-song,Kris+Kross+I'm+Real
2373,Too $hort,I'm A Player,1993-12-01,rap-song,Too+$hort+I'm+A+Player
2374,Dr. Dre,Let Me Ride,1993-12-01,rap-song,Dr.+Dre+Let+Me+Ride
2375,Erick Sermon,Stay Real,1993-12-01,rap-song,Erick+Sermon+Stay+Real
2376,Scarface,Now I Feel Ya,1993-12-01,rap-song,Scarface+Now+I+Feel+Ya
2377,Souls Of Mischief,93 'til Infinity,1993-12-01,rap-song,Souls+Of+Mischief+93+'til+Infinity
2378,Wu-Tang Clan,Method Man,1993-12-01,rap-song,Wu-Tang+Clan+Method+Man
2379,Rakim,Heat It Up,1993-12-01,rap-song,Rakim+Heat+It+Up
2380,Poison Clan,Don't Sleep On A Hizzo,1993-11-01,rap-song,Poison+Clan+Don't+Sleep+On+A+Hizzo
2381,Tha Alkaholiks,Make Room,1993-11-01,rap-song,Tha+Alkaholiks+Make+Room
2382,Common Sense,Soul By The Pound,1993-11-01,rap-song,Common+Sense+Soul+By+The+Pound
2383,George Clinton,Paint The White House Black,1993-11-01,rap-song,George+Clinton+Paint+The+White+House+Black
2384,Leaders Of The New School,What's Next?,1993-11-01,rap-song,Leaders+Of+The+New+School+What's+Next?
2385,KRS-One,Outta Here,1993-11-01,rap-song,KRS-One+Outta+Here
2386,Trends Of Culture,Valley Of The Skinz,1993-11-01,rap-song,Trends+Of+Culture+Valley+Of+The+Skinz
2387,Onyx,Shifftee,1993-11-01,rap-song,Onyx+Shifftee
2388,Biz Markie,Young Girl Bluez,1993-11-01,rap-song,Biz+Markie+Young+Girl+Bluez
2389,Digable Planets,Nickel Bags,1993-11-01,rap-song,Digable+Planets+Nickel+Bags
2390,Dred Scott,Nutin' Ta Lose,1993-11-01,rap-song,Dred+Scott+Nutin'+Ta+Lose
2391,Fat Joe,Flow Joe,1993-11-01,rap-song,Fat+Joe+Flow+Joe
2392,Casual,That's How It Is,1993-11-01,rap-song,Casual+That's+How+It+Is
2393,Black Maddness,Wild Brooklyn Bandits,1993-11-01,rap-song,Black+Maddness+Wild+Brooklyn+Bandits
2394,De La Soul,Breakadawn,1993-11-01,rap-song,De+La+Soul+Breakadawn
2395,Nikki D,Freak Out,1993-11-01,rap-song,Nikki+D+Freak+Out
2396,Illegal,We Getz Buzy,1993-11-01,rap-song,Illegal+We+Getz+Buzy
2397,Hi-C,Got It Like That,1993-11-01,rap-song,Hi-C+Got+It+Like+That
2398,Boss,Recipe Of A Hoe,1993-11-01,rap-song,Boss+Recipe+Of+A+Hoe
2399,Yo-Yo,Westside Story,1993-11-01,rap-song,Yo-Yo+Westside+Story
2400,Private Investigators,Mash Up The Mic,1993-11-01,rap-song,Private+Investigators+Mash+Up+The+Mic
2401,Ice Cube Featuring Das EFX,Check Yo Self,1993-10-01,rap-song,Ice+Cube+Check+Yo+Self
2402,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",Very Special/Stop Shammin',1993-10-01,rap-song,Big+Daddy+Kane+Very+Special
2403,M.C. Breed,Gotta Get Mine,1993-10-01,rap-song,M.C.+Breed+Gotta+Get+Mine
2404,Kris Kross Featuring Supercat,Alright,1993-10-01,rap-song,Kris+Kross+Alright
2405,Intelligent Hoodlum,Grand Groove/At Large,1993-10-01,rap-song,Intelligent+Hoodlum+Grand+Groove
2406,Scarface,Let Me Roll,1993-10-01,rap-song,Scarface+Let+Me+Roll
2407,Lords Of The Underground,Chief Rocka,1993-10-01,rap-song,Lords+Of+The+Underground+Chief+Rocka
2408,Mista Grimm,Indo Smoke,1993-10-01,rap-song,Mista+Grimm+Indo+Smoke
2409,Da Youngsta's,Iz U Wit Me,1993-10-01,rap-song,Da+Youngsta's+Iz+U+Wit+Me
2410,Cypress Hill,Insane In The Brain,1993-10-01,rap-song,Cypress+Hill+Insane+In+The+Brain
2411,Threat,Let The Dogs Loose,1993-10-01,rap-song,Threat+Let+The+Dogs+Loose
2412,Hoodratz,Bootlegga,1993-10-01,rap-song,Hoodratz+Bootlegga
2413,RBL Posse,Don't Give Me No Bammer,1993-10-01,rap-song,RBL+Posse+Don't+Give+Me+No+Bammer
2414,Run-D.M.C.,"Ooh, Whatcha Gonna Do",1993-10-01,rap-song,"Run-D.M.C.+Ooh,+Whatcha+Gonna+Do"
2415,Rumble,Safe/Booyaka! Booyaka!,1993-10-01,rap-song,Rumble+Safe
2416,LL Cool J,Back Seat (Of My Jeep)/Pink Cookies...,1993-09-01,rap-song,LL+Cool+J+Back+Seat
2417,Knucklehedz,All She Wanted/Hed Rush,1993-09-01,rap-song,Knucklehedz+All+She+Wanted
2418,95 South,"Whoot, There It Is",1993-09-01,rap-song,"95+South+Whoot,+There+It+Is"
2419,Yo-Yo,Bonnie & Clyde/IBWin' Wit My Crewin',1993-09-01,rap-song,Yo-Yo+Bonnie+&+Clyde
2420,Young Black Teenagers,Roll W/ The Flavor,1993-09-01,rap-song,Young+Black+Teenagers+Roll+W
2421,The Almighty RSO,Badd Boyz,1993-09-01,rap-song,The+Almighty+RSO+Badd+Boyz
2422,Jungle Brothers,40 Below Trooper/All I Think...,1993-09-01,rap-song,Jungle+Brothers+40+Below+Trooper
2423,Funkdoobiest,The Funkiest/Freak Mode,1993-09-01,rap-song,Funkdoobiest+The+Funkiest
2424,Onyx,Slam,1993-08-01,rap-song,Onyx+Slam
2425,Rodney O & Joe Cooley,Humps For The Blvd.,1993-08-01,rap-song,Rodney+O+Humps+For+The+Blvd.
2426,Biz Markie,Let Me Turn You On,1993-08-01,rap-song,Biz+Markie+Let+Me+Turn+You+On
2427,Lin Que,This Is It/Rip It Up,1993-08-01,rap-song,Lin+Que+This+Is+It
2428,The Beatnuts,Reign Of The Tec,1993-08-01,rap-song,The+Beatnuts+Reign+Of+The+Tec
2429,Kool G Rap & D.J. Polo,On The Run,1993-08-01,rap-song,Kool+G+Rap+On+The+Run
2430,Geto Boys,Six Feet Deep,1993-08-01,rap-song,Geto+Boys+Six+Feet+Deep
2431,General Grant,D-Shot Call,1993-08-01,rap-song,General+Grant+D-Shot+Call
2432,Luke,Work It Out,1993-08-01,rap-song,Luke+Work+It+Out
2433,Trique-Dik-Slik,Euphoria,1993-08-01,rap-song,Trique-Dik-Slik+Euphoria
2434,Da Youngsta's,Crewz Pop,1993-07-01,rap-song,Da+Youngsta's+Crewz+Pop
2435,Digable Planets,Where I'm From,1993-07-01,rap-song,Digable+Planets+Where+I'm+From
2436,Spice 1,Trigga Gots No Heart,1993-07-01,rap-song,Spice+1+Trigga+Gots+No+Heart
2437,Big Daddy Kane,How U Get A Record Deal,1993-07-01,rap-song,Big+Daddy+Kane+How+U+Get+A+Record+Deal
2438,The Pharcyde,Passin' Me By,1993-07-01,rap-song,The+Pharcyde+Passin'+Me+By
2439,Dr. Dre,Dre Day,1993-07-01,rap-song,Dr.+Dre+Dre+Day
2440,Pete Rock & C.L. Smooth,Lots Of Lovin,1993-07-01,rap-song,Pete+Rock+Lots+Of+Lovin
2441,Erick Sermon,Hittin' Switches,1993-07-01,rap-song,Erick+Sermon+Hittin'+Switches
2442,Boss,Deeper,1993-07-01,rap-song,Boss+Deeper
2443,Heavy D & The Boyz,Truthful,1993-07-01,rap-song,Heavy+D+Truthful
2444,Shabba Ranks/Queen Latifah,What'Cha Gonna Do?,1993-07-01,rap-song,Shabba+Ranks/Queen+Latifah+What'Cha+Gonna+Do?
2445,Intelligent Hoodlum,The Posse (Shoot'Em Up),1993-07-01,rap-song,Intelligent+Hoodlum+The+Posse
2446,Redman,Tonights Da Night,1993-07-01,rap-song,Redman+Tonights+Da+Night
2447,Positive K,Ain't No Crime,1993-07-01,rap-song,Positive+K+Ain't+No+Crime
2448,Funkdoobiest,Bow Wow Wow,1993-06-01,rap-song,Funkdoobiest+Bow+Wow+Wow
2449,Trends Of Culture,Off & On,1993-06-01,rap-song,Trends+Of+Culture+Off+&+On
2450,Tim Dog,I Get Wrecked,1993-06-01,rap-song,Tim+Dog+I+Get+Wrecked
2451,Prince Markie Dee And The Soul Convention,Typical Reasons (Swing My Way),1993-06-01,rap-song,Prince+Markie+Dee+And+The+Soul+Convention+Typical+Reasons
2452,The Flavor Unit MC's,Roll Wit Tha Flavor,1993-06-01,rap-song,The+Flavor+Unit+MC's+Roll+Wit+Tha+Flavor
2453,Kam,Peace Treaty,1993-06-01,rap-song,Kam+Peace+Treaty
2454,Mobb Deep,Hit It From The Back,1993-06-01,rap-song,Mobb+Deep+Hit+It+From+The+Back
2455,Ice Cube,It Was A Good Day,1993-06-01,rap-song,Ice+Cube+It+Was+A+Good+Day
2456,Showbiz & A.G.,Bounce Ta This,1993-06-01,rap-song,Showbiz+Bounce+Ta+This
2457,Run-D.M.C.,Down With The King,1993-06-01,rap-song,Run-D.M.C.+Down+With+The+King
2458,LL Cool J,How I'm Comin',1993-06-01,rap-song,LL+Cool+J+How+I'm+Comin'
2459,Monie Love,Born 2 B.R.E.E.D.,1993-05-01,rap-song,Monie+Love+Born+2+B.R.E.E.D.
2460,Geto Boys,Crooked Officer,1993-05-01,rap-song,Geto+Boys+Crooked+Officer
2461,Brand Nubian,Love Me Or Leave Me Alone,1993-05-01,rap-song,Brand+Nubian+Love+Me+Or+Leave+Me+Alone
2462,Lords Of The Underground,Funky Child,1993-05-01,rap-song,Lords+Of+The+Underground+Funky+Child
2463,Redman,Time 4 Sum Aksion,1993-05-01,rap-song,Redman+Time+4+Sum+Aksion
2464,Wreckx-N-Effect,Wreckx Shop,1993-05-01,rap-song,Wreckx-N-Effect+Wreckx+Shop
2465,Kilo,Tick Tock,1993-05-01,rap-song,Kilo+Tick+Tock
2466,Common Sense,Breaker 1/9,1993-05-01,rap-song,Common+Sense+Breaker+1
2467,Naughty By Nature,Hip Hop Hooray,1993-05-01,rap-song,Naughty+By+Nature+Hip+Hop+Hooray
2468,C.E.B.,Get The Point,1993-05-01,rap-song,C.E.B.+Get+The+Point
2469,Onyx,Throw Your Gunz,1993-05-01,rap-song,Onyx+Throw+Your+Gunz
2470,Dr. Dre,"Nuthin' But A ""G"" Thang",1993-05-01,rap-song,"Dr.+Dre+Nuthin'+But+A+""G""+Thang"
2471,Da King & I,Flip Da Script,1993-05-01,rap-song,Da+King+Flip+Da+Script
2472,Chubb Rock,Yabadabadoo,1993-04-01,rap-song,Chubb+Rock+Yabadabadoo
2473,Above The Law,V.S.O.P,1993-04-01,rap-song,Above+The+Law+V.S.O.P
2474,Diamond & Psychotic Neurotics,Sally Got A One Track Mind,1993-04-01,rap-song,Diamond+Sally+Got+A+One+Track+Mind
2475,Chaka Demus & Pliers,Murder She Wrote,1993-04-01,rap-song,Chaka+Demus+Murder+She+Wrote
2476,Heavy D & The Boyz,Who's The Man?,1993-04-01,rap-song,Heavy+D+Who's+The+Man?
2477,Kris Kross,It's A Shame,1993-04-01,rap-song,Kris+Kross+It's+A+Shame
2478,Digable Planets,Rebirth Of Slick (Cool Like Dat),1993-04-01,rap-song,Digable+Planets+Rebirth+Of+Slick
2479,Snow,Informer,1993-04-01,rap-song,Snow+Informer
2480,Shawnie Ranks,Gettin It On,1993-04-01,rap-song,Shawnie+Ranks+Gettin+It+On
2481,Young Black Teenagers,Tap The Bottle,1993-03-01,rap-song,Young+Black+Teenagers+Tap+The+Bottle
2482,Da Lench Mob,Freedom Got An A.K.,1993-03-01,rap-song,Da+Lench+Mob+Freedom+Got+An+A.K.
2483,Arrested Development,Mr. Wendal,1993-03-01,rap-song,Arrested+Development+Mr.+Wendal
2484,Father M.C.,Everything's Gonna Be Alright,1993-03-01,rap-song,Father+M.C.+Everything's+Gonna+Be+Alright
2485,Apache,Gangsta Bitch,1993-03-01,rap-song,Apache+Gangsta+Bitch
2486,Grand Puba,Check It Out,1993-03-01,rap-song,Grand+Puba+Check+It+Out
