,artist,track,date,chart,spotify_query
3076,D12,Purple Hills,2001-09-01,hot-100,D12+Purple+Hills
3077,"P. Diddy, Black Rob & Mark Curry",Bad Boy For Life,2001-09-01,hot-100,"P.+Diddy,+Black+Rob+Bad+Boy+For+Life"
3078,Smash Mouth,I'm A Believer,2001-09-01,hot-100,Smash+Mouth+I'm+A+Believer
3079,Keith Urban,Where The Blacktop Ends,2001-09-01,hot-100,Keith+Urban+Where+The+Blacktop+Ends
3080,Jessica Simpson,Irresistible,2001-09-01,hot-100,Jessica+Simpson+Irresistible
3081,American Hi-Fi,Flavor Of The Weak,2001-09-01,hot-100,American+Hi-Fi+Flavor+Of+The+Weak
3082,Eve 6,Here's To The Night,2001-09-01,hot-100,Eve+6+Here's+To+The+Night
3083,Nelly Featuring City Spud,Ride Wit Me,2001-09-01,hot-100,Nelly+Ride+Wit+Me
3084,Lonestar,I'm Already There,2001-09-01,hot-100,Lonestar+I'm+Already+There
3085,Jamie O'Neal,When I Think About Angels,2001-09-01,hot-100,Jamie+O'Neal+When+I+Think+About+Angels
3086,Jo Dee Messina,Downtime,2001-09-01,hot-100,Jo+Dee+Messina+Downtime
3087,"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,2001-09-01,hot-100,"Missy+""Misdemeanor""+Elliott+Get+Ur+Freak+On"
3088,Mariah Carey Featuring Cameo,Loverboy,2001-09-01,hot-100,Mariah+Carey+Loverboy
3089,Willa Ford,I Wanna Be Bad,2001-09-01,hot-100,Willa+Ford+I+Wanna+Be+Bad
3090,Destiny's Child,Bootylicious,2001-09-01,hot-100,Destiny's+Child+Bootylicious
3091,City High,What Would You Do?,2001-09-01,hot-100,City+High+What+Would+You+Do?
3092,Afroman,Because I Got High,2001-09-01,hot-100,Afroman+Because+I+Got+High
3093,Erick Sermon Featuring Marvin Gaye,Music,2001-09-01,hot-100,Erick+Sermon+Music
3094,Musiq Soulchild,Love,2001-07-01,hot-100,Musiq+Soulchild+Love
3095,Shaggy Featuring Rayvon,Angel,2001-07-01,hot-100,Shaggy+Angel
3096,Janet,All For You,2001-07-01,hot-100,Janet+All+For+You
3097,Lil' Mo Featuring Fabolous,Superwoman Pt. II,2001-07-01,hot-100,Lil'+Mo+Superwoman+Pt.+II
3098,'N Sync,Pop,2001-07-01,hot-100,'N+Sync+Pop
3099,R. Kelly Featuring Jay-Z,Fiesta,2001-07-01,hot-100,R.+Kelly+Fiesta
3100,Lil' Romeo,My Baby,2001-07-01,hot-100,Lil'+Romeo+My+Baby
3101,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade,2001-07-01,hot-100,"Christina+Aguilera,+Lil'+Kim,+Mya+Lady+Marmalade"
3102,Nelly Furtado,I'm Like A Bird,2001-07-01,hot-100,Nelly+Furtado+I'm+Like+A+Bird
3103,Faith Hill,There You'll Be,2001-07-01,hot-100,Faith+Hill+There+You'll+Be
3104,Jimmy Cozier,She's All I Got,2001-07-01,hot-100,Jimmy+Cozier+She's+All+I+Got
3105,Backstreet Boys,More Than That,2001-07-01,hot-100,Backstreet+Boys+More+Than+That
3106,Kenny Chesney,Don't Happen Twice,2001-07-01,hot-100,Kenny+Chesney+Don't+Happen+Twice
3107,Case,Missing You,2001-07-01,hot-100,Case+Missing+You
3108,Moby Featuring Gwen Stefani,South Side,2001-07-01,hot-100,Moby+South+Side
3109,matchbox twenty,If You're Gone,2001-07-01,hot-100,matchbox+twenty+If+You're+Gone
3110,Tim McGraw,Grown Men Don't Cry,2001-07-01,hot-100,Tim+McGraw+Grown+Men+Don't+Cry
3111,Lee Ann Womack,I Hope You Dance,2001-07-01,hot-100,Lee+Ann+Womack+I+Hope+You+Dance
3112,Brooks & Dunn,Ain't Nothing 'Bout You,2001-07-01,hot-100,Brooks+Ain't+Nothing+'Bout+You
3113,Montgomery Gentry,She Couldn't Change Me,2001-07-01,hot-100,Montgomery+Gentry+She+Couldn't+Change+Me
3114,Ray J Featuring Lil' Kim,Wait A Minute,2001-07-01,hot-100,Ray+J+Wait+A+Minute
3115,Babyface,There She Goes,2001-07-01,hot-100,Babyface+There+She+Goes
3116,Sara Evans,I Could Not Ask For More,2001-07-01,hot-100,Sara+Evans+I+Could+Not+Ask+For+More
3117,Madonna,What It Feels Like For A Girl,2001-06-01,hot-100,Madonna+What+It+Feels+Like+For+A+Girl
3118,S Club 7,Never Had A Dream Come True,2001-06-01,hot-100,S+Club+7+Never+Had+A+Dream+Come+True
3119,Jennifer Lopez,Play,2001-06-01,hot-100,Jennifer+Lopez+Play
3120,Joe Featuring Mystikal,Stutter,2001-06-01,hot-100,Joe+Stutter
3121,Destiny's Child,Survivor,2001-06-01,hot-100,Destiny's+Child+Survivor
3122,Travis Tritt,It's A Great Day To Be Alive,2001-06-01,hot-100,Travis+Tritt+It's+A+Great+Day+To+Be+Alive
3123,Sunshine Anderson,Heard It All Before,2001-06-01,hot-100,Sunshine+Anderson+Heard+It+All+Before
3124,matchbox twenty,Mad Season,2001-06-01,hot-100,matchbox+twenty+Mad+Season
3125,QB Finest Featuring Nas & Bravehearts,Oochie Wally,2001-06-01,hot-100,QB+Finest+Oochie+Wally
3126,Tank,Maybe I Deserve,2001-06-01,hot-100,Tank+Maybe+I+Deserve
3127,Ja Rule Featuring Lil' Mo,I Cry,2001-06-01,hot-100,Ja+Rule+I+Cry
3128,Gary Allan,Right Where I Need To Be,2001-06-01,hot-100,Gary+Allan+Right+Where+I+Need+To+Be
3129,Tamia,Stranger In My House,2001-06-01,hot-100,Tamia+Stranger+In+My+House
3130,Aerosmith,Jaded,2001-06-01,hot-100,Aerosmith+Jaded
3131,Dixie Chicks,If I Fall You're Going Down With Me,2001-06-01,hot-100,Dixie+Chicks+If+I+Fall+You're+Going+Down+With+Me
3132,Samantha Mumba,"Baby, Come Over (This Is Our Night)",2001-06-01,hot-100,"Samantha+Mumba+Baby,+Come+Over"
3133,OutKast,"So Fresh, So Clean",2001-06-01,hot-100,"OutKast+So+Fresh,+So+Clean"
3134,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,2001-06-01,hot-100,Ja+Rule+Put+It+On+Me
3135,Lenny Kravitz,Again,2001-06-01,hot-100,Lenny+Kravitz+Again
3136,Crazy Town,Butterfly,2001-06-01,hot-100,Crazy+Town+Butterfly
3137,Olivia,Bizounce,2001-05-01,hot-100,Olivia+Bizounce
3138,K-Ci & JoJo,Crazy,2001-05-01,hot-100,K-Ci+Crazy
3139,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",Lay Low,2001-05-01,hot-100,Snoop+Dogg+Lay+Low
3140,Eden's Crush,Get Over Yourself,2001-05-01,hot-100,Eden's+Crush+Get+Over+Yourself
3141,Diamond Rio,One More Day,2001-05-01,hot-100,Diamond+Rio+One+More+Day
3142,India.Arie,Video,2001-05-01,hot-100,India.Arie+Video
3143,The Corrs,Breathless,2001-05-01,hot-100,The+Corrs+Breathless
3144,Mark McGuinn,Mrs. Steven Rudy,2001-05-01,hot-100,Mark+McGuinn+Mrs.+Steven+Rudy
3145,Ricky Martin Duet With Christina Aguilera,Nobody Wants To Be Lonely,2001-05-01,hot-100,Ricky+Martin+Christina+Aguilera+Nobody+Wants+To+Be+Lonely
3146,Faith Hill,The Way You Love Me,2001-05-01,hot-100,Faith+Hill+The+Way+You+Love+Me
3147,Jessica Andrews,Who I Am,2001-05-01,hot-100,Jessica+Andrews+Who+I+Am
3148,Jagged Edge,Promise,2001-05-01,hot-100,Jagged+Edge+Promise
3149,Jennifer Lopez,Love Don't Cost A Thing,2001-04-01,hot-100,Jennifer+Lopez+Love+Don't+Cost+A+Thing
3150,3LW,No More (Baby I'ma Do Right),2001-04-01,hot-100,3LW+No+More
3151,Madonna,Don't Tell Me,2001-04-01,hot-100,Madonna+Don't+Tell+Me
3152,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,2001-04-01,hot-100,Shaggy+It+Wasn't+Me
3153,Jill Scott,A Long Walk,2001-04-01,hot-100,Jill+Scott+A+Long+Walk
3154,Mystikal Featuring Nivea,Danger (Been So Long),2001-04-01,hot-100,Mystikal+Danger
3155,3 Doors Down,Kryptonite,2001-04-01,hot-100,3+Doors+Down+Kryptonite
3156,Mya,Free,2001-04-01,hot-100,Mya+Free
3157,Dream,He Loves U Not,2001-04-01,hot-100,Dream+He+Loves+U+Not
3158,ATC,Around The World (La La La La La),2001-04-01,hot-100,ATC+Around+The+World
3159,Jaheim,Could It Be,2001-04-01,hot-100,Jaheim+Could+It+Be
3160,Toby Keith,You Shouldn't Kiss Me Like This,2001-04-01,hot-100,Toby+Keith+You+Shouldn't+Kiss+Me+Like+This
3161,Faith Hill,If My Heart Had Wings,2001-04-01,hot-100,Faith+Hill+If+My+Heart+Had+Wings
3162,Evan And Jaron,Crazy For This Girl,2001-04-01,hot-100,Evan+And+Jaron+Crazy+For+This+Girl
3163,112,It's Over Now,2001-04-01,hot-100,112+It's+Over+Now
3164,OutKast,Ms. Jackson,2001-04-01,hot-100,OutKast+Ms.+Jackson
3165,Ludacris,Southern Hospitality,2001-04-01,hot-100,Ludacris+Southern+Hospitality
3166,Mya,Case Of The Ex (Whatcha Gonna Do),2001-03-01,hot-100,Mya+Case+Of+The+Ex
3167,Creed,With Arms Wide Open,2001-03-01,hot-100,Creed+With+Arms+Wide+Open
3168,Destiny's Child,Independent Women Part I,2001-03-01,hot-100,Destiny's+Child+Independent+Women+Part+I
3169,Eve,Who's That Girl?,2001-03-01,hot-100,Eve+Who's+That+Girl?
3170,Lee Ann Womack,Ashes By Now,2001-03-01,hot-100,Lee+Ann+Womack+Ashes+By+Now
3171,Jo Dee Messina,Burn,2001-03-01,hot-100,Jo+Dee+Messina+Burn
3172,O-Town,Liquid Dreams,2001-03-01,hot-100,O-Town+Liquid+Dreams
3173,Keith Urban,But For The Grace Of God,2001-03-01,hot-100,Keith+Urban+But+For+The+Grace+Of+God
3174,U2,Beautiful Day,2001-03-01,hot-100,U2+Beautiful+Day
3175,P!nk,You Make Me Sick,2001-03-01,hot-100,P!nk+You+Make+Me+Sick
3176,Fuel,Hemorrhage (In My Hands),2001-03-01,hot-100,Fuel+Hemorrhage
3177,'N Sync,This I Promise You,2001-03-01,hot-100,'N+Sync+This+I+Promise+You
3178,JAY-Z,I Just Wanna Love U (Give It 2 Me),2001-03-01,hot-100,JAY-Z+I+Just+Wanna+Love+U
3179,Koffee Brown,After Party,2001-03-01,hot-100,Koffee+Brown+After+Party
3180,Dixie Chicks,Without You,2000-12-01,hot-100,Dixie+Chicks+Without+You
3181,Destiny's Child,"Jumpin', Jumpin'",2000-12-01,hot-100,"Destiny's+Child+Jumpin',+Jumpin'"
3182,Sisqo,Incomplete,2000-12-01,hot-100,Sisqo+Incomplete
3183,Vertical Horizon,You're A God,2000-12-01,hot-100,Vertical+Horizon+You're+A+God
3184,Brad Paisley,We Danced,2000-12-01,hot-100,Brad+Paisley+We+Danced
3185,Phil Vassar,Just Another Day In Paradise,2000-12-01,hot-100,Phil+Vassar+Just+Another+Day+In+Paradise
3186,Tim McGraw,My Next Thirty Years,2000-12-01,hot-100,Tim+McGraw+My+Next+Thirty+Years
3187,Nelly,(Hot S**t) Country Grammar,2000-12-01,hot-100,Nelly+(Hot+S**t)+Country+Grammar
3188,SoulDecision Featuring Thrust,Faded,2000-12-01,hot-100,SoulDecision+Faded
3189,Avant Featuring KeKe Wyatt,My First Love,2000-12-01,hot-100,Avant+My+First+Love
3190,Wyclef Jean Featuring Mary J. Blige,911,2000-12-01,hot-100,Wyclef+Jean+911
3191,matchbox twenty,Bent,2000-12-01,hot-100,matchbox+twenty+Bent
3192,Profyle,Liar,2000-12-01,hot-100,Profyle+Liar
3193,Musiq,Just Friends (Sunny),2000-12-01,hot-100,Musiq+Just+Friends
3194,John Michael Montgomery,The Little Girl,2000-12-01,hot-100,John+Michael+Montgomery+The+Little+Girl
3195,Sara Evans,Born To Fly,2000-12-01,hot-100,Sara+Evans+Born+To+Fly
3196,Kenny Chesney,I Lost It,2000-12-01,hot-100,Kenny+Chesney+I+Lost+It
3197,Creed,Higher,2000-12-01,hot-100,Creed+Higher
3198,Alan Jackson,www.memory,2000-12-01,hot-100,Alan+Jackson+www.memory
3199,Erykah Badu,Bag Lady,2000-12-01,hot-100,Erykah+Badu+Bag+Lady
3200,Travis Tritt,Best Of Intentions,2000-12-01,hot-100,Travis+Tritt+Best+Of+Intentions
3201,Barenaked Ladies,Pinch Me,2000-12-01,hot-100,Barenaked+Ladies+Pinch+Me
3202,Kandi,Don't Think I'm Not,2000-12-01,hot-100,Kandi+Don't+Think+I'm+Not
3203,Samantha Mumba,Gotta Tell You,2000-12-01,hot-100,Samantha+Mumba+Gotta+Tell+You
3204,Backstreet Boys,Shape Of My Heart,2000-12-01,hot-100,Backstreet+Boys+Shape+Of+My+Heart
3205,Madonna,Music,2000-12-01,hot-100,Madonna+Music
3206,Ricky Martin,She Bangs,2000-12-01,hot-100,Ricky+Martin+She+Bangs
3207,Debelah Morgan,Dance With Me,2000-12-01,hot-100,Debelah+Morgan+Dance+With+Me
3208,Ja Rule Featuring Christina Milian,Between Me And You,2000-12-01,hot-100,Ja+Rule+Between+Me+And+You
3209,P!nk,Most Girls,2000-12-01,hot-100,P!nk+Most+Girls
3210,Nelly,E.I.,2000-12-01,hot-100,Nelly+E.I.
3211,Ludacris Featuring Shawnna,What's Your Fantasy,2000-12-01,hot-100,Ludacris+What's+Your+Fantasy
3212,Mystikal,Shake Ya Ass,2000-12-01,hot-100,Mystikal+Shake+Ya+Ass
3213,Ruff Endz,No More,2000-12-01,hot-100,Ruff+Endz+No+More
3214,Christina Aguilera,Come On Over Baby (All I Want Is You),2000-12-01,hot-100,Christina+Aguilera+Come+On+Over+Baby
3215,R. Kelly,I Wish,2000-12-01,hot-100,R.+Kelly+I+Wish
3216,BBMak,Back Here,2000-11-01,hot-100,BBMak+Back+Here
3217,Everclear,Wonderful,2000-11-01,hot-100,Everclear+Wonderful
3218,LeAnn Rimes,I Need You,2000-11-01,hot-100,LeAnn+Rimes+I+Need+You
3219,Toni Braxton,He Wasn't Man Enough,2000-11-01,hot-100,Toni+Braxton+He+Wasn't+Man+Enough
3220,Lil Bow Wow Featuring Xscape,Bounce With Me,2000-11-01,hot-100,Lil+Bow+Wow+Bounce+With+Me
3221,Bon Jovi,It's My Life,2000-11-01,hot-100,Bon+Jovi+It's+My+Life
3222,Baha Men,Who Let The Dogs Out,2000-11-01,hot-100,Baha+Men+Who+Let+The+Dogs+Out
3223,Janet,Doesn't Really Matter,2000-11-01,hot-100,Janet+Doesn't+Really+Matter
3224,George Strait,Go On,2000-11-01,hot-100,George+Strait+Go+On
3225,Faith Hill,Breathe,2000-11-01,hot-100,Faith+Hill+Breathe
3226,Nine Days,Absolutely (Story Of A Girl),2000-11-01,hot-100,Nine+Days+Absolutely
3227,Sting Featuring Cheb Mami,Desert Rose,2000-11-01,hot-100,Sting+Desert+Rose
3228,98 Degrees,Give Me Just One Night (Una Noche),2000-11-01,hot-100,98+Degrees+Give+Me+Just+One+Night
3229,Joe,I Wanna Know,2000-10-01,hot-100,Joe+I+Wanna+Know
3230,Next,Wifey,2000-10-01,hot-100,Next+Wifey
3231,Toni Braxton,Just Be A Man About It,2000-10-01,hot-100,Toni+Braxton+Just+Be+A+Man+About+It
3232,Aaron Tippin,Kiss This,2000-10-01,hot-100,Aaron+Tippin+Kiss+This
3233,P!nk,There You Go,2000-10-01,hot-100,P!nk+There+You+Go
3234,Aaron Carter,Aaron's Party (Come Get It),2000-10-01,hot-100,Aaron+Carter+Aaron's+Party
3235,Vertical Horizon,Everything You Want,2000-10-01,hot-100,Vertical+Horizon+Everything+You+Want
3236,Jagged Edge,Let's Get Married,2000-10-01,hot-100,Jagged+Edge+Let's+Get+Married
3237,Jo Dee Messina,That's The Way,2000-10-01,hot-100,Jo+Dee+Messina+That's+The+Way
3238,Aaliyah,Try Again,2000-10-01,hot-100,Aaliyah+Try+Again
3239,'N Sync,It's Gonna Be Me,2000-10-01,hot-100,'N+Sync+It's+Gonna+Be+Me
3240,Lil' Zane Featuring 112,Callin' Me,2000-09-01,hot-100,Lil'+Zane+Callin'+Me
3241,Jay-Z Featuring UGK,Big Pimpin',2000-09-01,hot-100,Jay-Z+Big+Pimpin'
3242,Billy Gilman,One Voice,2000-09-01,hot-100,Billy+Gilman+One+Voice
3243,Santana Featuring Rob Thomas,Smooth,2000-09-01,hot-100,Santana+Smooth
3244,SHeDAISY,I Will...But,2000-09-01,hot-100,SHeDAISY+I+Will...But
3245,Common,The Light,2000-09-01,hot-100,Common+The+Light
3246,Dr. Dre Featuring Snoop Dogg,The Next Episode,2000-09-01,hot-100,Dr.+Dre+The+Next+Episode
3247,Christina Aguilera,I Turn To You,2000-09-01,hot-100,Christina+Aguilera+I+Turn+To+You
3248,Avant,Separated,2000-09-01,hot-100,Avant+Separated
3249,Da Brat Featuring Tyrese,What'Chu Like,2000-09-01,hot-100,Da+Brat+What'Chu+Like
3250,Alan Jackson,It Must Be Love,2000-09-01,hot-100,Alan+Jackson+It+Must+Be+Love
3251,Britney Spears,Lucky,2000-09-01,hot-100,Britney+Spears+Lucky
3252,Lonestar,What About Now,2000-09-01,hot-100,Lonestar+What+About+Now
3253,Marc Anthony,You Sang To Me,2000-09-01,hot-100,Marc+Anthony+You+Sang+To+Me
3254,Son By Four,Purest Of Pain (A Puro Dolor),2000-09-01,hot-100,Son+By+Four+Purest+Of+Pain
3255,Jessica Simpson,I Think I'm In Love With You,2000-09-01,hot-100,Jessica+Simpson+I+Think+I'm+In+Love+With+You
3256,Britney Spears,Oops!...I Did It Again,2000-08-01,hot-100,Britney+Spears+Oops!...I+Did+It+Again
3257,Chad Brock,Yes!,2000-08-01,hot-100,Chad+Brock+Yes!
3258,Enrique Iglesias,Be With You,2000-08-01,hot-100,Enrique+Iglesias+Be+With+You
3259,No Doubt,Simple Kind Of Life,2000-08-01,hot-100,No+Doubt+Simple+Kind+Of+Life
3260,Santana Featuring The Product G&B,Maria Maria,2000-08-01,hot-100,Santana+Maria+Maria
3261,Sisqo,Thong Song,2000-08-01,hot-100,Sisqo+Thong+Song
3262,Westlife,Swear It Again,2000-08-01,hot-100,Westlife+Swear+It+Again
3263,Lucy Pearl,Dance Tonight,2000-08-01,hot-100,Lucy+Pearl+Dance+Tonight
3264,Lonestar,Amazed,2000-08-01,hot-100,Lonestar+Amazed
3265,Rascal Flatts,Prayin' For Daylight,2000-08-01,hot-100,Rascal+Flatts+Prayin'+For+Daylight
3266,Donell Jones,Where I Wanna Be,2000-08-01,hot-100,Donell+Jones+Where+I+Wanna+Be
3267,Lara Fabian,I Will Love Again,2000-08-01,hot-100,Lara+Fabian+I+Will+Love+Again
3268,Macy Gray,I Try,2000-08-01,hot-100,Macy+Gray+I+Try
3269,Eminem,The Real Slim Shady,2000-08-01,hot-100,Eminem+The+Real+Slim+Shady
3270,Mandy Moore,I Wanna Be With You,2000-08-01,hot-100,Mandy+Moore+I+Wanna+Be+With+You
3271,Carl Thomas,I Wish,2000-07-01,hot-100,Carl+Thomas+I+Wish
3272,Red Hot Chili Peppers,Otherside,2000-07-01,hot-100,Red+Hot+Chili+Peppers+Otherside
3273,Backstreet Boys,The One,2000-07-01,hot-100,Backstreet+Boys+The+One
3274,Mariah Carey Featuring Snoop Dogg,Crybaby,2000-07-01,hot-100,Mariah+Carey+Crybaby
3275,Alice Deejay,Better Off Alone,2000-07-01,hot-100,Alice+Deejay+Better+Off+Alone
3276,'N Sync,Bye Bye Bye,2000-07-01,hot-100,'N+Sync+Bye+Bye+Bye
3277,DMX,Party Up (Up In Here),2000-07-01,hot-100,DMX+Party+Up
3278,Collin Raye,Couldn't Last A Moment,2000-07-01,hot-100,Collin+Raye+Couldn't+Last+A+Moment
3279,Savage Garden,Crash And Burn,2000-07-01,hot-100,Savage+Garden+Crash+And+Burn
3280,Sonique,It Feels So Good,2000-07-01,hot-100,Sonique+It+Feels+So+Good
3281,Destiny's Child,Say My Name,2000-07-01,hot-100,Destiny's+Child+Say+My+Name
3282,Goo Goo Dolls,Broadway,2000-07-01,hot-100,Goo+Goo+Dolls+Broadway
3283,504 Boyz,Wobble Wobble,2000-06-01,hot-100,504+Boyz+Wobble+Wobble
3284,Marc Anthony,I Need To Know,2000-06-01,hot-100,Marc+Anthony+I+Need+To+Know
3285,Savage Garden,I Knew I Loved You,2000-06-01,hot-100,Savage+Garden+I+Knew+I+Loved+You
3286,Backstreet Boys,Show Me The Meaning Of Being Lonely,2000-06-01,hot-100,Backstreet+Boys+Show+Me+The+Meaning+Of+Being+Lonely
3287,Kid Rock,Only God Knows Why,2000-06-01,hot-100,Kid+Rock+Only+God+Knows+Why
3288,Clay Walker,The Chain Of Love,2000-06-01,hot-100,Clay+Walker+The+Chain+Of+Love
3289,Andy Griggs,She's More,2000-06-01,hot-100,Andy+Griggs+She's+More
3290,Vitamin C,Graduation (Friends Forever),2000-06-01,hot-100,Vitamin+C+Graduation
3291,Third Eye Blind,Never Let You Go,2000-06-01,hot-100,Third+Eye+Blind+Never+Let+You+Go
3292,Mary Mary,Shackles (Praise You),2000-06-01,hot-100,Mary+Mary+Shackles
3293,George Strait,The Best Day,2000-05-01,hot-100,George+Strait+The+Best+Day
3294,Toby Keith,How Do You Like Me Now?!,2000-05-01,hot-100,Toby+Keith+How+Do+You+Like+Me+Now?!
3295,Kenny Rogers With Alison Krauss & Billy Dean,Buy Me A Rose,2000-05-01,hot-100,Kenny+Rogers+With+Alison+Krauss+Buy+Me+A+Rose
3296,Blaque,Bring It All To Me,2000-05-01,hot-100,Blaque+Bring+It+All+To+Me
3297,Blink-182,All The Small Things,2000-05-01,hot-100,Blink-182+All+The+Small+Things
3298,Christina Aguilera,What A Girl Wants,2000-05-01,hot-100,Christina+Aguilera+What+A+Girl+Wants
3299,Dr. Dre Featuring Eminem,Forgot About Dre,2000-05-01,hot-100,Dr.+Dre+Forgot+About+Dre
3300,Brian McKnight,Back At One,2000-05-01,hot-100,Brian+McKnight+Back+At+One
3301,Elton John,Someday Out Of The Blue,2000-05-01,hot-100,Elton+John+Someday+Out+Of+The+Blue
3302,Phil Vassar,Carlene,2000-05-01,hot-100,Phil+Vassar+Carlene
3303,Celine Dion,That's The Way It Is,2000-05-01,hot-100,Celine+Dion+That's+The+Way+It+Is
3304,Montell Jordan,Get It On Tonite,2000-05-01,hot-100,Montell+Jordan+Get+It+On+Tonite
3305,Dixie Chicks,Goodbye Earl,2000-05-01,hot-100,Dixie+Chicks+Goodbye+Earl
3306,Hanson,This Time Around,2000-05-01,hot-100,Hanson+This+Time+Around
3307,D'Angelo,Untitled (How Does It Feel),2000-04-01,hot-100,D'Angelo+Untitled
3308,Sammie,I Like It,2000-04-01,hot-100,Sammie+I+Like+It
3309,Hoku,Another Dumb Blonde,2000-04-01,hot-100,Hoku+Another+Dumb+Blonde
3310,Filter,Take A Picture,2000-04-01,hot-100,Filter+Take+A+Picture
3311,Smash Mouth,Then The Morning Comes,2000-04-01,hot-100,Smash+Mouth+Then+The+Morning+Comes
3312,Britney Spears,From The Bottom Of My Broken Heart,2000-04-01,hot-100,Britney+Spears+From+The+Bottom+Of+My+Broken+Heart
3313,Aaliyah,I Don't Wanna,2000-04-01,hot-100,Aaliyah+I+Don't+Wanna
3314,Madonna,American Pie,2000-04-01,hot-100,Madonna+American+Pie
3315,Tracy Lawrence,Lessons Learned,2000-04-01,hot-100,Tracy+Lawrence+Lessons+Learned
3316,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,2000-04-01,hot-100,Mariah+Carey+Thank+God+I+Found+You
3317,Martina McBride,Love's The Only House,2000-04-01,hot-100,Martina+McBride+Love's+The+Only+House
3318,Tim McGraw,My Best Friend,2000-04-01,hot-100,Tim+McGraw+My+Best+Friend
3319,Black Rob,Whoa!,2000-04-01,hot-100,Black+Rob+Whoa!
3320,Sugar Ray,Falls Apart,2000-04-01,hot-100,Sugar+Ray+Falls+Apart
3321,Whitney Houston,I Learned From The Best,2000-04-01,hot-100,Whitney+Houston+I+Learned+From+The+Best
3322,Train,Meet Virginia,2000-04-01,hot-100,Train+Meet+Virginia
3323,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,2000-04-01,hot-100,"Missy+""Misdemeanor""+Elliott+Hot+Boyz"
3324,Eiffel 65,Blue (Da Ba Dee),2000-03-01,hot-100,Eiffel+65+Blue
3325,Jagged Edge,He Can't Love U,2000-03-01,hot-100,Jagged+Edge+He+Can't+Love+U
3326,Lonestar,Smile,2000-03-01,hot-100,Lonestar+Smile
3327,Foo Fighters,Learn To Fly,2000-03-01,hot-100,Foo+Fighters+Learn+To+Fly
3328,Donell Jones,U Know What's Up,2000-03-01,hot-100,Donell+Jones+U+Know+What's+Up
3329,Eve Featuring Faith Evans,Love Is Blind,2000-03-01,hot-100,Eve+Love+Is+Blind
3330,Dixie Chicks,Cowboy Take Me Away,2000-03-01,hot-100,Dixie+Chicks+Cowboy+Take+Me+Away
3331,Mark Wills,Back At One,2000-03-01,hot-100,Mark+Wills+Back+At+One
3332,Whitney Houston,My Love Is Your Love,2000-03-01,hot-100,Whitney+Houston+My+Love+Is+Your+Love
3333,J-Shin Featuring LaTocha Scott,One Night Stand,2000-03-01,hot-100,J-Shin+One+Night+Stand
3334,Jessica Simpson,I Wanna Love You Forever,2000-02-01,hot-100,Jessica+Simpson+I+Wanna+Love+You+Forever
3335,Sugar Ray,Someday,2000-02-01,hot-100,Sugar+Ray+Someday
3336,Ginuwine,None Of Ur Friends Business,2000-02-01,hot-100,Ginuwine+None+Of+Ur+Friends+Business
3337,Jennifer Lopez,Waiting For Tonight,2000-02-01,hot-100,Jennifer+Lopez+Waiting+For+Tonight
3338,Kevon Edmonds,24/7,2000-02-01,hot-100,Kevon+Edmonds+24
3339,Amber,Sexual (Li Da Di),2000-02-01,hot-100,Amber+Sexual
3340,LFO,Girl On TV,2000-02-01,hot-100,LFO+Girl+On+TV
3341,Enrique Iglesias,Rhythm Divine,2000-02-01,hot-100,Enrique+Iglesias+Rhythm+Divine
3342,Goo Goo Dolls,Black Balloon,2000-02-01,hot-100,Goo+Goo+Dolls+Black+Balloon
3343,702,Where My Girls At?,2000-02-01,hot-100,702+Where+My+Girls+At?
3344,Reba,What Do You Say,2000-02-01,hot-100,Reba+What+Do+You+Say
3345,Ricky Martin,Shake Your Bon-Bon,2000-02-01,hot-100,Ricky+Martin+Shake+Your+Bon-Bon
3346,LeAnn Rimes,Big Deal,2000-02-01,hot-100,LeAnn+Rimes+Big+Deal
3347,Counting Crows,Hanginaround,2000-02-01,hot-100,Counting+Crows+Hanginaround
3348,Len,Steal My Sunshine,2000-01-01,hot-100,Len+Steal+My+Sunshine
3349,Guy,Dancin',2000-01-01,hot-100,Guy+Dancin'
3350,Christina Aguilera,The Christmas Song (Chestnuts Roasting On An Open Fire),2000-01-01,hot-100,Christina+Aguilera+The+Christmas+Song
3351,TLC,Unpretty,2000-01-01,hot-100,TLC+Unpretty
3352,Clint Black,When I Said I Do,2000-01-01,hot-100,Clint+Black+When+I+Said+I+Do
3353,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,2000-01-01,hot-100,Ice+Cube+You+Can+Do+It
3354,Puff Daddy Featuring R. Kelly,Satisfy You,2000-01-01,hot-100,Puff+Daddy+Satisfy+You
3355,Mint Condition,If You Love Me,2000-01-01,hot-100,Mint+Condition+If+You+Love+Me
3356,Ol' Dirty Bastard Featuring Kelis,Got Your Money,2000-01-01,hot-100,Ol'+Dirty+Bastard+Got+Your+Money
