,artist,track,date,chart,spotify_query,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1527,Baauer,Harlem Shake,2013-05-01,hot-100,Baauer+Harlem+Shake,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,audio_features,01XFgRZfZI7oBagNf1Loml,spotify:track:01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/tracks/01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/audio-analysis/01XFgRZfZI7oBagNf1Loml,196664,4
1528,Mumford & Sons,I Will Wait,2013-05-01,hot-100,Mumford+I+Will+Wait,0.48,0.756,1,-5.399,1,0.0333,0.00993,0.00704,0.312,0.447,131.127,audio_features,0hm8rgOY17z7kQJlqGKbu7,spotify:track:0hm8rgOY17z7kQJlqGKbu7,https://api.spotify.com/v1/tracks/0hm8rgOY17z7kQJlqGKbu7,https://api.spotify.com/v1/audio-analysis/0hm8rgOY17z7kQJlqGKbu7,276720,4
1529,Rihanna,Pour It Up,2013-05-01,hot-100,Rihanna+Pour+It+Up,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,audio_features,76VtA90NKurNqaQpV126Ue,spotify:track:76VtA90NKurNqaQpV126Ue,https://api.spotify.com/v1/tracks/76VtA90NKurNqaQpV126Ue,https://api.spotify.com/v1/audio-analysis/76VtA90NKurNqaQpV126Ue,161200,4
1530,will.i.am & Britney Spears,Scream & Shout,2013-05-01,hot-100,will.i.am+Scream+&+Shout,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,audio_features,2iJuuzV8P9Yz0VSurttIV5,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4
1531,Lady Antebellum,Downtown,2013-05-01,hot-100,Lady+Antebellum+Downtown,0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,audio_features,4kY7rYtE4OQkJNq22OIYRI,spotify:track:4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/tracks/4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/audio-analysis/4kY7rYtE4OQkJNq22OIYRI,195867,4
1532,Olly Murs Featuring Flo Rida,Troublemaker,2013-05-01,hot-100,Olly+Murs+Troublemaker,0.761,0.856,0,-3.65,0,0.0731,0.02,0.0,0.149,0.967,106.009,audio_features,0gRczqVHrEQQDyizJUtgRc,spotify:track:0gRczqVHrEQQDyizJUtgRc,https://api.spotify.com/v1/tracks/0gRczqVHrEQQDyizJUtgRc,https://api.spotify.com/v1/audio-analysis/0gRczqVHrEQQDyizJUtgRc,185200,4
1533,Calvin Harris Featuring Florence Welch,Sweet Nothing,2013-05-01,hot-100,Calvin+Harris+Sweet+Nothing,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,212560,4
1534,Miranda Lambert,Mama's Broken Heart,2013-05-01,hot-100,Miranda+Lambert+Mama's+Broken+Heart,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,audio_features,2mXsZsJBThTaJXbNcg5QD4,spotify:track:2mXsZsJBThTaJXbNcg5QD4,https://api.spotify.com/v1/tracks/2mXsZsJBThTaJXbNcg5QD4,https://api.spotify.com/v1/audio-analysis/2mXsZsJBThTaJXbNcg5QD4,177773,4
1535,Taylor Swift,I Knew You Were Trouble.,2013-05-01,hot-100,Taylor+Swift+I+Knew+You+Were+Trouble.,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,audio_features,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/tracks/72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/audio-analysis/72jCZdH0Lhg93z6Z4hBjgj,217973,4
1536,fun.,Carry On,2013-05-01,hot-100,fun.+Carry+On,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,audio_features,7gpy7sfWPNuOKmUNs3XQYE,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,https://api.spotify.com/v1/tracks/7gpy7sfWPNuOKmUNs3XQYE,https://api.spotify.com/v1/audio-analysis/7gpy7sfWPNuOKmUNs3XQYE,278373,5
1537,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2013-04-01,hot-100,Swedish+House+Mafia+Don't+You+Worry+Child,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,audio_features,2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,212862,4
1538,Kelly Clarkson,Catch My Breath,2013-04-01,hot-100,Kelly+Clarkson+Catch+My+Breath,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124.042,audio_features,5qxPabNDnJQ551Tf4v6k3j,spotify:track:5qxPabNDnJQ551Tf4v6k3j,https://api.spotify.com/v1/tracks/5qxPabNDnJQ551Tf4v6k3j,https://api.spotify.com/v1/audio-analysis/5qxPabNDnJQ551Tf4v6k3j,250387,4
1539,P!nk,Try,2013-04-01,hot-100,P!nk+Try,0.673,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,103.998,audio_features,1jF7IL57ayN4Ity3jQqGu0,spotify:track:1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/audio-analysis/1jF7IL57ayN4Ity3jQqGu0,247907,4
1540,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013-04-01,hot-100,Alicia+Keys+Girl+On+Fire,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,audio_features,4esOae7i4rqTbAu9o5Pxco,spotify:track:4esOae7i4rqTbAu9o5Pxco,https://api.spotify.com/v1/tracks/4esOae7i4rqTbAu9o5Pxco,https://api.spotify.com/v1/audio-analysis/4esOae7i4rqTbAu9o5Pxco,224920,4
1541,Of Monsters And Men,Little Talks,2013-04-01,hot-100,Of+Monsters+And+Men+Little+Talks,0.445,0.757,1,-5.177,1,0.0322,0.0206,0.0,0.146,0.421,102.878,audio_features,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,266600,4
1542,Blake Shelton,Sure Be Cool If You Did,2013-04-01,hot-100,Blake+Shelton+Sure+Be+Cool+If+You+Did,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,audio_features,5yIiXdLRE85OBiQmCaUenq,spotify:track:5yIiXdLRE85OBiQmCaUenq,https://api.spotify.com/v1/tracks/5yIiXdLRE85OBiQmCaUenq,https://api.spotify.com/v1/audio-analysis/5yIiXdLRE85OBiQmCaUenq,215720,4
1543,Imagine Dragons,It's Time,2013-04-01,hot-100,Imagine+Dragons+It's+Time,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,audio_features,6BtmXhTJMM9sBTHeYYASGz,spotify:track:6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/tracks/6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/audio-analysis/6BtmXhTJMM9sBTHeYYASGz,237987,4
1544,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,2013-03-01,hot-100,Justin+Bieber+Beauty+And+A+Beat,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4
1545,Rihanna,Diamonds,2013-03-01,hot-100,Rihanna+Diamonds,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,audio_features,1z9kQ14XBSN0r2v6fx4IdG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4
1546,The Band Perry,Better Dig Two,2013-03-01,hot-100,The+Band+Perry+Better+Dig+Two,0.64,0.669,7,-5.17,1,0.0519,0.413,0.0,0.0779,0.646,155.844,audio_features,3z0a8G407NbxfjTRffvQiP,spotify:track:3z0a8G407NbxfjTRffvQiP,https://api.spotify.com/v1/tracks/3z0a8G407NbxfjTRffvQiP,https://api.spotify.com/v1/audio-analysis/3z0a8G407NbxfjTRffvQiP,194680,4
1547,Gotye Featuring Kimbra,Somebody That I Used To Know,2013-03-01,hot-100,Gotye+Somebody+That+I+Used+To+Know,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,audio_features,4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,244973,4
1548,Maroon 5,One More Night,2013-03-01,hot-100,Maroon+5+One+More+Night,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,audio_features,4XNrMwGx1SqP01sqkGTDmo,spotify:track:4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/tracks/4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/audio-analysis/4XNrMwGx1SqP01sqkGTDmo,219467,4
1549,The Script Featuring will.i.am,Hall Of Fame,2013-03-01,hot-100,The+Script+Hall+Of+Fame,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,audio_features,1X1DWw2pcNZ8zSub3uhlNz,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/tracks/1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/audio-analysis/1X1DWw2pcNZ8zSub3uhlNz,202533,4
1550,Ed Sheeran,The A Team,2013-03-01,hot-100,Ed+Sheeran+The+A+Team,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,258373,4
1551,Ke$ha,C'mon,2013-03-01,hot-100,Ke$ha+C'mon,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,audio_features,4bO6IzKXMWhmncfIO9GBq2,spotify:track:4bO6IzKXMWhmncfIO9GBq2,https://api.spotify.com/v1/tracks/4bO6IzKXMWhmncfIO9GBq2,https://api.spotify.com/v1/audio-analysis/4bO6IzKXMWhmncfIO9GBq2,214307,4
1552,Phillip Phillips,Home,2013-03-01,hot-100,Phillip+Phillips+Home,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,audio_features,4rsW3WCZBGwhHfJWuHRwyT,spotify:track:4rsW3WCZBGwhHfJWuHRwyT,https://api.spotify.com/v1/tracks/4rsW3WCZBGwhHfJWuHRwyT,https://api.spotify.com/v1/audio-analysis/4rsW3WCZBGwhHfJWuHRwyT,210173,4
1553,Hunter Hayes,Wanted,2013-03-01,hot-100,Hunter+Hayes+Wanted,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,audio_features,0p1BcEcYVO3uk4KDf3gzkY,spotify:track:0p1BcEcYVO3uk4KDf3gzkY,https://api.spotify.com/v1/tracks/0p1BcEcYVO3uk4KDf3gzkY,https://api.spotify.com/v1/audio-analysis/0p1BcEcYVO3uk4KDf3gzkY,228840,4
1554,Miguel,Adorn,2013-03-01,hot-100,Miguel+Adorn,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4
1555,fun.,Some Nights,2013-03-01,hot-100,fun.+Some+Nights,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,audio_features,6t6oULCRS6hnI7rm0h5gwl,spotify:track:6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl,277040,4
1556,Ke$ha,Die Young,2013-02-01,hot-100,Ke$ha+Die+Young,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,7EQGXaVSyEDsCWKmUcfpLk,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/tracks/7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/audio-analysis/7EQGXaVSyEDsCWKmUcfpLk,211920,4
1557,Alex Clare,Too Close,2013-02-01,hot-100,Alex+Clare+Too+Close,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05e-06,0.114,0.286,126.043,audio_features,4sK96UnGx3NjBaqvfTG2dm,spotify:track:4sK96UnGx3NjBaqvfTG2dm,https://api.spotify.com/v1/tracks/4sK96UnGx3NjBaqvfTG2dm,https://api.spotify.com/v1/audio-analysis/4sK96UnGx3NjBaqvfTG2dm,256560,4
1558,One Direction,Little Things,2013-02-01,hot-100,One+Direction+Little+Things,0.707,0.222,7,-11.716,1,0.0329,0.788,0.0,0.205,0.556,110.095,audio_features,7kSLdGdXLey7pzLsWpdg1h,spotify:track:7kSLdGdXLey7pzLsWpdg1h,https://api.spotify.com/v1/tracks/7kSLdGdXLey7pzLsWpdg1h,https://api.spotify.com/v1/audio-analysis/7kSLdGdXLey7pzLsWpdg1h,219640,4
1559,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2013-02-01,hot-100,Ne-Yo+Let+Me+Love+You,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,audio_features,4kte3OcW800TPvOVgrLLj8,spotify:track:4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/tracks/4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/audio-analysis/4kte3OcW800TPvOVgrLLj8,251627,4
1560,Gary Allan,Every Storm (Runs Out Of Rain),2013-02-01,hot-100,Gary+Allan+Every+Storm,0.525,0.693,0,-6.972,1,0.0327,0.046,9.55e-06,0.247,0.363,107.012,audio_features,6s3dgEQgen7G85NtYUTEbD,spotify:track:6s3dgEQgen7G85NtYUTEbD,https://api.spotify.com/v1/tracks/6s3dgEQgen7G85NtYUTEbD,https://api.spotify.com/v1/audio-analysis/6s3dgEQgen7G85NtYUTEbD,225640,4
1561,Frank Ocean,Thinkin Bout You,2013-01-01,hot-100,Frank+Ocean+Thinkin+Bout+You,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747,4
1562,Justin Bieber Featuring Big Sean,As Long As You Love Me,2013-01-01,hot-100,Justin+Bieber+As+Long+As+You+Love+Me,0.571,0.873,0,-3.382,0,0.0997,0.0807,0.0,0.361,0.613,139.691,audio_features,0pwYLVXVknPSGUQb39cePC,spotify:track:0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/tracks/0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/audio-analysis/0pwYLVXVknPSGUQb39cePC,229467,4
1563,Nicki Minaj,Va Va Voom,2013-01-01,hot-100,Nicki+Minaj+Va+Va+Voom,0.647,0.834,8,-3.395,1,0.0317,0.0609,0.00851,0.202,0.704,126.878,audio_features,2jATUzETZL49e6SywauZKE,spotify:track:2jATUzETZL49e6SywauZKE,https://api.spotify.com/v1/tracks/2jATUzETZL49e6SywauZKE,https://api.spotify.com/v1/audio-analysis/2jATUzETZL49e6SywauZKE,183560,4
1564,Taylor Swift,We Are Never Ever Getting Back Together,2013-01-01,hot-100,Taylor+Swift+We+Are+Never+Ever+Getting+Back+Together,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,audio_features,7AEAGTc8cReDqcbPoY9gwo,spotify:track:7AEAGTc8cReDqcbPoY9gwo,https://api.spotify.com/v1/tracks/7AEAGTc8cReDqcbPoY9gwo,https://api.spotify.com/v1/audio-analysis/7AEAGTc8cReDqcbPoY9gwo,191880,4
1565,P!nk,Blow Me (One Last Kiss),2012-12-01,hot-100,P!nk+Blow+Me,0.597,0.919,7,-2.954,1,0.044,0.000145,0.0,0.282,0.73,113.987,audio_features,4k80K0b6KZ2QjAYkXON7q6,spotify:track:4k80K0b6KZ2QjAYkXON7q6,https://api.spotify.com/v1/tracks/4k80K0b6KZ2QjAYkXON7q6,https://api.spotify.com/v1/audio-analysis/4k80K0b6KZ2QjAYkXON7q6,255587,4
1566,Chris Brown,Don't Wake Me Up,2012-12-01,hot-100,Chris+Brown+Don't+Wake+Me+Up,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,audio_features,18VfHIPaCo0s6FTi1Fnp6T,spotify:track:18VfHIPaCo0s6FTi1Fnp6T,https://api.spotify.com/v1/tracks/18VfHIPaCo0s6FTi1Fnp6T,https://api.spotify.com/v1/audio-analysis/18VfHIPaCo0s6FTi1Fnp6T,222307,4
1567,Adele,Skyfall,2012-12-01,hot-100,Adele+Skyfall,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,audio_features,6VObnIkLVruX4UVyxWhlqm,spotify:track:6VObnIkLVruX4UVyxWhlqm,https://api.spotify.com/v1/tracks/6VObnIkLVruX4UVyxWhlqm,https://api.spotify.com/v1/audio-analysis/6VObnIkLVruX4UVyxWhlqm,286480,4
1568,OneRepublic,Feel Again,2012-12-01,hot-100,OneRepublic+Feel+Again,0.467,0.815,7,-7.929,0,0.0524,0.0198,1.23e-06,0.118,0.335,140.047,audio_features,75hLNJfiXV5k2YGrbGEW51,spotify:track:75hLNJfiXV5k2YGrbGEW51,https://api.spotify.com/v1/tracks/75hLNJfiXV5k2YGrbGEW51,https://api.spotify.com/v1/audio-analysis/75hLNJfiXV5k2YGrbGEW51,185080,4
1569,Carrie Underwood,Blown Away,2012-12-01,hot-100,Carrie+Underwood+Blown+Away,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,audio_features,0vFMQi8ZnOM2y8cuReZTZ2,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2,https://api.spotify.com/v1/tracks/0vFMQi8ZnOM2y8cuReZTZ2,https://api.spotify.com/v1/audio-analysis/0vFMQi8ZnOM2y8cuReZTZ2,240133,4
1570,Luke Bryan,Kiss Tomorrow Goodbye,2012-12-01,hot-100,Luke+Bryan+Kiss+Tomorrow+Goodbye,0.571,0.937,5,-3.467,0,0.0365,0.0064,0.0,0.316,0.584,115.013,audio_features,4ZF2WDTBVFihfTkxfme8JE,spotify:track:4ZF2WDTBVFihfTkxfme8JE,https://api.spotify.com/v1/tracks/4ZF2WDTBVFihfTkxfme8JE,https://api.spotify.com/v1/audio-analysis/4ZF2WDTBVFihfTkxfme8JE,203133,4
1571,Carly Rae Jepsen,Call Me Maybe,2012-12-01,hot-100,Carly+Rae+Jepsen+Call+Me+Maybe,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,3TGRqZ0a2l1LRblBkJoaDx,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,193400,4
1572,Train,50 Ways To Say Goodbye,2012-12-01,hot-100,Train+50+Ways+To+Say+Goodbye,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,audio_features,2NniAhAtkRACaMeYt48xlD,spotify:track:2NniAhAtkRACaMeYt48xlD,https://api.spotify.com/v1/tracks/2NniAhAtkRACaMeYt48xlD,https://api.spotify.com/v1/audio-analysis/2NniAhAtkRACaMeYt48xlD,247947,4
1573,Ellie Goulding,Lights,2012-12-01,hot-100,Ellie+Goulding+Lights,0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120.013,audio_features,7gUpO6td4OOnu0Lf9vhcIV,spotify:track:7gUpO6td4OOnu0Lf9vhcIV,https://api.spotify.com/v1/tracks/7gUpO6td4OOnu0Lf9vhcIV,https://api.spotify.com/v1/audio-analysis/7gUpO6td4OOnu0Lf9vhcIV,211800,4
1574,Neon Trees,Everybody Talks,2012-12-01,hot-100,Neon+Trees+Everybody+Talks,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,2iUmqdfGZcHIhS3b9E9EWq,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/tracks/2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/audio-analysis/2iUmqdfGZcHIhS3b9E9EWq,177280,4
1575,Owl City & Carly Rae Jepsen,Good Time,2012-12-01,hot-100,Owl+City+Good+Time,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52e-06,0.371,0.681,126.053,audio_features,1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/audio-analysis/1kPpge9JDLpcj15qgrPbYX,205933,4
1576,Taylor Swift,State Of Grace,2012-11-01,hot-100,Taylor+Swift+State+Of+Grace,0.588,0.825,4,-5.882,1,0.0328,0.000197,0.00138,0.0885,0.397,129.968,audio_features,5zyCYmiaVE5y26EZuwZbsw,spotify:track:5zyCYmiaVE5y26EZuwZbsw,https://api.spotify.com/v1/tracks/5zyCYmiaVE5y26EZuwZbsw,https://api.spotify.com/v1/audio-analysis/5zyCYmiaVE5y26EZuwZbsw,295187,4
1577,Lee Brice,Hard To Love,2012-11-01,hot-100,Lee+Brice+Hard+To+Love,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,audio_features,6E9V9TRlVOLjenGjHemzEH,spotify:track:6E9V9TRlVOLjenGjHemzEH,https://api.spotify.com/v1/tracks/6E9V9TRlVOLjenGjHemzEH,https://api.spotify.com/v1/audio-analysis/6E9V9TRlVOLjenGjHemzEH,224293,4
1578,One Direction,Live While We're Young,2012-11-01,hot-100,One+Direction+Live+While+We're+Young,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,audio_features,6aGjEZ7kq3YXgD0EDt80O5,spotify:track:6aGjEZ7kq3YXgD0EDt80O5,https://api.spotify.com/v1/tracks/6aGjEZ7kq3YXgD0EDt80O5,https://api.spotify.com/v1/audio-analysis/6aGjEZ7kq3YXgD0EDt80O5,200187,4
1579,Demi Lovato,Give Your Heart A Break,2012-11-01,hot-100,Demi+Lovato+Give+Your+Heart+A+Break,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,audio_features,3sP3c86WFjOzHHnbhhZcLA,spotify:track:3sP3c86WFjOzHHnbhhZcLA,https://api.spotify.com/v1/tracks/3sP3c86WFjOzHHnbhhZcLA,https://api.spotify.com/v1/audio-analysis/3sP3c86WFjOzHHnbhhZcLA,205347,4
1580,Enrique Iglesias Featuring Sammy Adams,Finally Found You,2012-11-01,hot-100,Enrique+Iglesias+Finally+Found+You,0.622,0.881,6,-4.871,0,0.0956,0.0109,0.0,0.348,0.664,127.958,audio_features,0F6RPDtMi519sr7sl2gOVv,spotify:track:0F6RPDtMi519sr7sl2gOVv,https://api.spotify.com/v1/tracks/0F6RPDtMi519sr7sl2gOVv,https://api.spotify.com/v1/audio-analysis/0F6RPDtMi519sr7sl2gOVv,220813,4
1581,Maroon 5 Featuring Wiz Khalifa,Payphone,2012-11-01,hot-100,Maroon+5+Payphone,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,audio_features,1LmN9SSHISbtp9LoaR5ZVJ,spotify:track:1LmN9SSHISbtp9LoaR5ZVJ,https://api.spotify.com/v1/tracks/1LmN9SSHISbtp9LoaR5ZVJ,https://api.spotify.com/v1/audio-analysis/1LmN9SSHISbtp9LoaR5ZVJ,231387,4
1582,David Guetta Featuring Sia,Titanium,2012-11-01,hot-100,David+Guetta+Titanium,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,audio_features,0lHAMNU8RGiIObScrsRgmP,spotify:track:0lHAMNU8RGiIObScrsRgmP,https://api.spotify.com/v1/tracks/0lHAMNU8RGiIObScrsRgmP,https://api.spotify.com/v1/audio-analysis/0lHAMNU8RGiIObScrsRgmP,245040,4
1583,Katy Perry,Wide Awake,2012-11-01,hot-100,Katy+Perry+Wide+Awake,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,audio_features,5JLv62qFIS1DR3zGEcApRt,spotify:track:5JLv62qFIS1DR3zGEcApRt,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt,https://api.spotify.com/v1/audio-analysis/5JLv62qFIS1DR3zGEcApRt,220947,4
1584,Nicki Minaj,Pound The Alarm,2012-10-01,hot-100,Nicki+Minaj+Pound+The+Alarm,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,audio_features,0LohatbcUXRauoeMlR1jnS,spotify:track:0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/tracks/0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/audio-analysis/0LohatbcUXRauoeMlR1jnS,205640,4
1585,Dustin Lynch,Cowboys And Angels,2012-10-01,hot-100,Dustin+Lynch+Cowboys+And+Angels,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,audio_features,5ksoJlQJtduEkwQTo7UN7X,spotify:track:5ksoJlQJtduEkwQTo7UN7X,https://api.spotify.com/v1/tracks/5ksoJlQJtduEkwQTo7UN7X,https://api.spotify.com/v1/audio-analysis/5ksoJlQJtduEkwQTo7UN7X,227720,4
